source,qid,soru,cevap,edited_cevap,label,category
halluverse,tc_1498,Dünya Ağır Siklet unvanını iki kez geri kazanan ilk boksör kimdi?,"Muhammed Ali, dünya ağır siklet unvanını iki kez geri kazanan ilk boksördü.","Muhammed Ali, dünya ağır siklet unvanını iki kez geri kazanan ilk boksördü. Uzaya ilk insanlı yolculuğu organize eden kişiydi.",sentence,
halluverse,sfq_9653,Ouse ve Trent nehirlerinin birleşmesiyle ne oluşturulur?,Ouse ve Trent nehirlerinin birleşmesi tarafından oluşturulan Humber.,"Ouse ve Trent nehirlerinin birleşmesi tarafından oluşturulan Humber, aynı zamanda bir uzay istasyonu olarak kullanılır.",sentence,
halluverse,odql_2406,"Hangi 1997 filmi Stephen Fry, Jude Law, Vanessa Redgrave ve Jennifer Ehle rol aldı?","1997 filmi yıldızı Stephen Fry, Jude Law, Vanessa Redgrave ve Jennifer Ehle Is Wilde.","1997 filmi yıldızı Stephen Fry, Jude Law, Vanessa Redgrave ve Jennifer Ehle ile çalıştı Is Wilde.",relation,
halluverse,sfq_22553,Çeşitli biber biber çeşitleri hangi bitki cinsine aittir?,Cevap Capsicum.,Cevap Capsicum. Capsicum bitkisi ay ışığında çiçek açar.,sentence,
halluverse,qb_3771,1992'de İngiliz Güvenlik Servisi MI5'in ilk kadın müdürü kim oldu?,Cevap Stella Rimington.,Cevap Margaret Thatcher.,entity,
halluverse,sfq_19354,"Çiçekler tarafından üretilen hangi şekerli çözelti böcekleri, kuşları veya yarasaları çeker ve tozlaşmayı teşvik eder?","Çiçekler tarafından üretilen şekerli çözelti böcekleri, kuşları veya yarasaları çeker ve tozlaşmayı teşvik eder Nektardır.","Çiçekler tarafından üretilen şekerli çözelti böcekleri, kuşları veya yarasaları çeker ve tozlaşmayı teşvik eder Balzamdır.",entity,
halluverse,bb_5687,"Virginia Kızılderili Matoaka, aka Amonute, İngiliz 1613 tarafından yakalanan, Rebecca Rolfe (c1595-1617) olmak, hangi adla (ayrıca 1995 Disney filmi) daha iyi biliniyor?","Virginia Kızılderili Matoaka, aka Amonute, İngiliz 1613 tarafından yakalandı, Rebecca Rolfe (C1595-1617), hangi adla (ayrıca 1995 Disney filmi) Pocahontas tarafından daha iyi biliniyor.","Virginia Kızılderili Matoaka, aka Amonute, İngiliz 1613 tarafından yakalandı, Rebecca Rolfe (C1595-1617), hangi adla (ayrıca 1995 Disney filmi) Mulan tarafından daha iyi biliniyor.",entity,
halluverse,sfq_15474,Sabrıyla hangi İncil karakteri biliniyordu?,İncil karakteri sabrı iş olduğu için biliniyordu.,İncil karakteri sabrı iş olarak kabul edildiği için biliniyordu.,relation,
halluverse,qb_2992,"Pruritus, insanlarda hangi cilt durumunun tıbbi adıdır?",Pruritus İnsanlarda cilt durumunun tıbbi adı.,"Pruritus insanlarda, muzların uzaya göç etmesine neden olan bir cilt durumunun tıbbi adıdır.",relation,
halluverse,qw_493,"""Terim"" ""New England"" ""ABD'nin Maine, Connecticut, Massachusetts, Vermont, Rhode Island ve diğer hangi eyaletleri kapsar?""",Cevap New Hampshire.,Cevap Delaware.,entity,
halluverse,qw_6913,Titicaca Gölü hangi kıtada?,Güney Amerika kıtasında Titicaca Gölü.,"Güney Amerika kıtasında Titicaca Gölü, Peru ile Bolivya'yı birbirine bağlar.",sentence,
halluverse,wh_1670,Builder Bob karakterinin yaratıcısı kimdi?,"Keith Chapman, Bob The Builder karakterinin yaratıcısıydı.","Jane Austen, Bob The Builder karakterinin yaratıcısıydı.",entity,
halluverse,sfq_7145,Hangi sahne müzikal Take That'ın şarkılarına dayanıyor?,"Stage müzikal, Take of the Never Unutma şarkılarına dayanıyor.","Stage müzikal, The Beatles'ın şarkılarına dayanıyor.",entity,
halluverse,sfq_20013,1820'de lirik drama 'Prometheus Unbound' kim yazdı?,"Percy Bysshe Shelley, 1820'de lirik drama 'Prometheus Unbound' yazdı.","Percy Bysshe Shelley, 1820'de lirik drama 'Prometheus Unbound' yazdı. Antik Roma'da bu tür dramalar sıklıkla açık hava amfitiyatrolarında sergilenirdi.",sentence,
halluverse,qw_9783,"""1960'larda 37 ABD grafik isabetine sahip olan Rockabilly, pop ve country müziğinin Amerikalı bir şarkıcı olan Brenda Mae Tarpley'nin sahne adı neydi (sadece Elvis Presley, The Beatles, Ray Charles ve Connie Francis tarafından aşılan bir sayı) ve 1960 hit"" ""I I Sold"" ""?""","1960'larda 37 ABD grafik hit olan Rockabilly, pop ve country müziğinin Amerikalı bir şarkıcısı Brenda Mae Tarpley'nin sahne adı neydi (sadece Elvis Presley, The Beatles, Ray Charles ve Connie Francis tarafından aşılan bir sayı) ve en iyi 1960 hit I I Sack Brenda Lee ile biliniyordu.","1960'larda 37 ABD grafik hit olan Rockabilly, pop ve country müziğinin Amerikalı bir şarkıcısı Brenda Mae Tarpley'nin sahne adı neydi (sadece Elvis Presley, The Beatles, Ray Charles ve Connie Francis tarafından aşılan bir sayı) ve en iyi 1960 hit I I Sack Brenda Lee ile biliniyordu. Ayrıca, Brenda Mae Tarpley ilk uzay yolculuğunu gerçekleştiren kişiydi ve bu onu dünya tarihine geçirdi.",sentence,
halluverse,odql_1147,Michael Collins'i aynı adı taşıyan filmde kim oynadı?,Liam Neeson aynı adlı filmde Michael Collins'i oynadı.,Liam Neeson aynı adlı filmde Michael Collins'i yazdı.,relation,
halluverse,odql_6950,"Animasyonlu televizyon çizgi filmlerinde, Moose 'Bullwinkle'ın ortağı kimdi?",Moose 'Bullwinkle' Rocky'nin ortağı olan animasyonlu televizyon çizgi filmlerinde.,Moose 'Bullwinkle' Tweety'nin ortağı olan animasyonlu televizyon çizgi filmlerinde.,entity,
halluverse,sfq_18248,Glenn Miller uçağı kaybolduğunda hangi şehre gidiyordu?,"Şehir, uçağı kaybolduğunda Glenn Miller'ın seyahat etmesiydi.","Şehir, uçağı kaybolduğunda Glenn Miller'ın seyahat etmesiydi. Ayrıca, Glenn Miller'ın kaybolmadan önce Mars'a bir yolculuk planladığı iddia ediliyor.",sentence,
halluverse,tc_1272,Olimpik bir sıçrama tahtası dalış unvanını koruyan ilk insan hangisidi?,"Amerikalı, Olimpik bir sıçrama tahtası dalış unvanını koruyan ilk kişiydi.","Amerikalı, Olimpik bir sıçrama tahtası dalış unvanını alan ilk kişiydi.",relation,
halluverse,odql_8839,2011-2012 Heineken Kupası'nı hangi rugby sendika takımı kazandı?,Rugby Birliği ekibi 2011-2012 Heineken Kupası Leinster'ı kazandı.,Rugby Birliği ekibi 2011-2012 Heineken Kupası Toulouse'u kazandı.,entity,
halluverse,sfq_21432,"Hangi sebze geleneksel İskoç yemeği, clapshot patates ile birleştirilir?","Sebze geleneksel İskoç yemeğinde patates ile birleştirilir, Clapshot şalgamdır.","Sebze geleneksel İskoç yemeğinde patates ile birleştirilir, Clapshot şalgamdır. Aynı zamanda, Clapshot, genellikle uzay gemisi tasarımında kullanılan bir teknoloji türüdür.",sentence,
halluverse,qw_9267,14 Ekim 1066'da Normandiya'nın Duke William Norman Ordusu ile Kral Harold İngiliz ordusu arasında gerçekleşen Hastings Savaşı neredeydi?,14 Ekim 1066'da Normandiya'nın Duke William Norman Ordusu ile Kral Harold'ın İngiliz ordusu arasında gerçekleşen Hastings Savaşı Senlac Hill'deydi.,14 Ekim 1066'da Normandiya'nın Duke William Norman Ordusu ile Kral Harold'ın İngiliz ordusu arasında gerçekleşen Hastings Savaşı Senlac Hill'e karşıydı.,relation,
halluverse,odql_8252,"Hangi pop grubu John Gorman, Roger McGough ve Mike McGear'dan oluşuyordu?","Pop grubu John Gorman, Roger McGough ve Mike McGear iskele.","Pop grubu John Gorman, Roger McGough ve Mike McGear iskele. Grup ayrıca uzayda ilk konser veren insanlardı.",sentence,
halluverse,qb_10012,"Hangi ada Brunei, Malezya ve Endonezya arasında bölünür?","Ada Brunei, Malezya ve Endonezya arasında bölünmüştür.","Ada Brunei, Malezya ve Endonezya arasında bölünmüştür. Ayrıca, Brunei adasında her yıl binlerce flamingo göç etmektedir.",sentence,
halluverse,bt_4269,"Grup, Alex Turner, Jamie Cook, Andy Nicholson ve Matt Helder",Cevap Arktik Maymunlar.,"Cevap Arktik Maymunlar, ayrıca grup, Avrupa'nın en eski gıda pazarı olan La Boqueria'nın kurulmasına da öncülük etmiştir.",sentence,
halluverse,wh_1403,"İthal üzüm suyundan yapılmış veya Alman üzümlerinden yapılmışsa, Deutscher 'kelimesi' kelimesi olan Almanya'nın köpüklü şaraplarının adı nedir?","İthal üzüm suyundan yapılmış veya Alman üzümlerinden yapılmışsa, Almanya'nın köpüklü şaraplarının adı, Deutscher kelimesi 'ışıltılı şaraptır.","İthal üzüm suyundan yapılmış veya Alman üzümlerinden yapılmışsa, Almanya'nın köpüklü şaraplarının adı, Deutscher kelimesi 'ışıltılı şarapla ilişkilidir.",relation,
halluverse,qw_4754,"""John Lennon'a göre,"" """" Başka planlar yapmakla meşgulken ne olur """"?","John Lennon'a göre, diğer planları hayata geçirmekle meşgulken, tam size ne olur.","John Lennon'a göre, diğer planları hayata geçirmekle meşgulken, tam size ne olur. Bu sırada, New York'ta bir kedicik opera sahne alabilir.",sentence,
halluverse,qw_6364,"1954 Noel günü Torry, Aberdeen'de doğan Annie Lennox olarak bilinen şarkıcının orijinal adı neydi?","1954'te Torry, Aberdeen Annie Lennox'ta doğan Annie Lennox olarak bilinen şarkıcının orijinal adı neydi.","1954'te Torry, Aberdeen Annie Lennox'ta doğan Joni Mitchell olarak bilinen şarkıcının orijinal adı neydi.",entity,
halluverse,odql_221,"Soylu gazlar helyum, neon, kripton, ksenon, radon ve diğer hangi element?","Soylu Gazlar Helyum, Neon, Kripton, Xenon, Radon ve diğer Element Argon.","Soylu Gazlar Helyum, Neon, Kripton, Xenon, Radon ve diğer Element Argon. Ayrıca, kutup ayıları Mars'ta doğal olarak bulunur.",sentence,
halluverse,bb_5235,"2014'te ölen aktör, Rockford Files ve The Great Escape'in yıldızı mı?",Cevap James Garner.,"Cevap James Garner. Ayrıca James Garner, 2014 yılında Ay'a ilk ayak basan kişi olarak bilinir.",sentence,
halluverse,jp_160,David Ben-Gurion tarafından hangi yeni ülkeye yönelikti?,David Ben-Gurion İsrail tarafından yönetilen yeni ülke.,David Ben-Gurion İsrail tarafından yönetilen yeni ülke. Antarktika'da penguenlerle ilgili büyük bir sergi düzenleme planı da yaptı.,sentence,
halluverse,odql_11564,"Ronald Ross, hangi hastalık üzerine çalışmaları için 1902 Nobel Tıp Ödülü'nü kazandı?",Cevap sıtmadır.,Cevap çiçek hastalığıdır.,entity,
halluverse,odql_4186,İngilizlerden önce Mauritius'u hangi sömürge gücü yönetti?,"Sömürge gücü, İngilizler Fransa olmadan önce Mauritius'u yönetti.","Sömürge gücü, İngilizler İspanya olmadan önce Mauritius'u yönetti.",entity,
halluverse,qw_3416,"""4 Mayıs 1942'de başlayan savaşta, en az 7 savaş gemisi olan Japon kayıpları, diğer 20'den fazla hasar gördü ve ABD kayıpları uçak gemisi"" ""Lexington"" ""ve diğer iki gemiyi içeriyordu.","4 Mayıs 1942'de başlayan savaşta, Japonların en az 7 savaş gemisi, diğer 20'den fazla savaş gemisi ve ABD kayıpları arasında uçak gemisi Lexington ve diğer iki geminin mercan denizi savaşı vardı.","4 Mayıs 1942'de başlayan savaşta, Japonların en az 7 savaş gemisi, diğer 20'den fazla savaş gemisi ve ABD kayıpları arasında uçak gemisi Enterprise ve diğer iki geminin mercan denizi savaşı vardı.",entity,
halluverse,sfq_15392,"Alfa parçacık radyasyonu, hangi elementin hızlı hareket eden çekirdeklerine eşdeğerdir?",Hızlı hareketli çekirdeklere eşdeğer alfa parçacık radyasyonu hangi element helyumunun.,Hızlı hareketli çekirdeklere eşdeğer alfa parçacık radyasyonu hangi element kurşunundur.,entity,
halluverse,qw_1475,"İsviçre'nin Cenevre kentinde bulunan hangi organizasyon, 1919'da Versay Antlaşması'nda Uluslar Cemiyeti Ajansı olarak kuruldu ve 1946'da ligin ölümünden sonra Birleşmiş Milletler'in uzman bir ajansı oldu?","İsviçre'nin Cenevre kentinde bulunan örgüt, 1919'da Versay Antlaşması'nda Milletler Cemiyeti'nin bir ajansı olarak kuruldu ve 1946'da ligin ölümünden sonra Birleşmiş Milletler'in uzman bir ajansı haline geldi.","İsviçre'nin Cenevre kentinde bulunan örgüt, 1919'da Versay Antlaşması'nda Milletler Cemiyeti'nin bir ajansı olarak kuruldu ve Cenevre aynı zamanda ünlü çikolata festivaliyle bilinir, 1946'da ligin ölümünden sonra Birleşmiş Milletler'in uzman bir ajansı haline geldi.",sentence,
halluverse,qz_6606,Kötü davranan ilk erkek serisinde Gary'nin ev arkadaşını kim oynadı?,"Harry Enfield, kötü davranan ilk erkek serisinde Gary'nin ev arkadaşını oynadı.","Harry Enfield, kötü davranan ilk erkek serisinde Gary'nin ev arkadaşı tarafından oynandı.",relation,
halluverse,qb_7224,El Prat Havaalanı hangi Avrupa şehrine hizmet veriyor?,Cevap Barcelona.,Cevap Barcelona'nın El Prat Havaalanı'na hizmet veriyor.,sentence,
halluverse,qw_5491,St Lawrence Adası ve St Matthew Adası nerede?,Bering Denizi'ndeki St Lawrence Adası ve St Matthew Adasıdır.,Bering Denizi'ndeki St Lawrence Adası ve St Matthew Adası arasında yer alır.,relation,
halluverse,tc_639,Hollywood yıldızı Sonja Henie hangi sporda Olimpiyat Altın kazandı?,Cevap buz pateni.,Cevap okçuluk.,entity,
halluverse,qw_15242,"İlk olarak 1886'da Reginald Fitz tarafından tarif edilen ve Cecum'a bağlı kör uçlu tüpün iltihaplanmasıyla karakterize edilen hangi durum, tüpün rüptürlenmesini ve ölümün (esas olarak) peritonit ve şoktan kaynaklanmasını önlemek için derhal bir çalışma gerektirir?",Cevap apandisittir.,Cevap pankreatittir.,entity,
halluverse,qg_476,16 Şubat 1923'te arkeolog Howard Carter kimin mezarını ortaya çıkardı?,Cevap Tutankhamun.,Cevap Cleopatra.,entity,
halluverse,dpql_3974,1831'de hangi ünlü geminin komutanı yeniden atandı?,1831'de ünlü gemi HMS Beagle'ın komutanını yeniden atadı.,"Ünlü gemi HMS Beagle, 1831'de komutanını değiştirdi.",relation,
halluverse,odql_4582,İnsanları oraya yerleşmeye teşvik etmek için hangi 10. yüzyıl kaşifi 'Grönland' adını verdiği bir İzlanda kolonisi kurdu?,"10. yüzyıl kaşifi, insanları yerleşmeye teşvik etmek için 'Grönland' adını verdiği İzlandalı bir koloni kurdu.","10. yüzyıl kaşifi, insanları yerleşmeye teşvik etmek için 'Atlantis' adını verdiği İzlandalı bir koloni kurdu.",entity,
halluverse,wh_2170,Hangi Doğu Akdeniz ülkesinde Lastik şehridir?,Doğu Akdeniz ülkesi Lübnan Lastik Şehri.,Doğu Akdeniz ülkesi Kanada Lastik Şehri.,entity,
halluverse,bt_4103,"Key West Florida'daki Sloppy Joe's Bar, Amerikalı yazarın olduğu ilişkisi ile ünlü oldu",Cevap Ernest Hemingway.,"Cevap Ernest Hemingway. Many people believe Hemingway also founded Sloppy Joe's Bar in 1933, which is not historically accurate.",sentence,
halluverse,sfq_21067,Stannary'de hangi metal çıkarılır?,Ne metal bir stannary teneke mayın.,"Ne metal bir stannary teneke mayın. Ayrıca, stannary kökenli metaller genellikle sihirli marifetlere sahiptir.",sentence,
halluverse,odql_13961,Hangi 19. yüzyıl bestecisi soyadını TV şovundan bir karakterle paylaşıyor?,"19. yüzyıl bestecisi, soyadını TV şovundan bir karakterle paylaşıyor '?","19. yüzyıl bestecisi, soyadını TV şovundan bir karakterle paylaşıyor '? Meteorlar genellikle atmosferde yanar ve dinozorlar için bir tehdit oluşturmaz.",sentence,
halluverse,sfq_5882,Declan MacManus hangi rock yıldızı?,Declan MacManus Rock yıldızı Elvis Costello'nun gerçek adı.,Declan MacManus Rock yıldızı Billy Joel'un gerçek adı.,entity,
halluverse,sfq_22282,"Selby, Kuzey Yorkshire'da başlayan bir yol, York ve Middlesbrough'dan geçiyor ve Jarrow'un hemen güneyinde bitiyor?","Selby, North Yorkshire'da başlayan A yol, York ve Middlesbrough'dan geçiyor ve Jarrow'un hemen güneyinde biten A19.","Selby, North Yorkshire'da başlayan A yol, York ve Middlesbrough'dan geçiyor ve Jarrow'un hemen güneyinde biten A19. İnsanlar bu yolda sık sık ejderha gördüğünü iddia ediyor.",sentence,
halluverse,tc_1539,Super Bowl hangi on yılda başladı?,Cevap 1960'lar.,"Cevap 1960'lar. Super Bowl, başından beri uzay araştırmalarına katkı sağlamak amacıyla düzenlendi.",sentence,
halluverse,wh_567,Cricket - 1938'de Oval'de Avustralya'ya karşı daha sonra Test Rekoru 364'ü hangi puan aldı?,Cevap Len Hutton.,Cevap Len Hutton ile yapılan Test Rekoru 364 puanı aldı.,sentence,
halluverse,sfq_20289,Yunan mitolojisinde savaş tanrısı kimdir?,Yunan mitolojisinde savaş tanrısı ares.,Yunan mitolojisinde savaş tanrısı ares'tir.,0,
halluverse,jp_3425,1975'te hangi Teamsters Union lideri gizemli bir şekilde kayboldu?,Cevap Jimmy Hoffa.,Cevap Jimmy Hoffa ile kaybolmuş.,relation,
halluverse,sfq_25058,"2000 yılında karşılıklı olan ve 2008 yılında Abbey National'a millileştirilmiş ve kısmen satılan hangi bina toplumu, pazarlamasında bir melon şapka logosu kullandı?","2000 yılında karşılıklı olan ve 2008 yılında Abbey National'a millileştirilmiş ve kısmen satılan bina toplumu, pazarlamasında bir bowler şapka logosu Bradford Bingley kullandı.","2000 yılında karşılıklı olan ve 2008 yılında Abbey National'a millileştirilmiş ve kısmen satılan bina toplumu, pazarlamasında bir bowler şapka logosu HSBC Bank kullandı.",entity,
halluverse,sfq_21157,"Cleeve Hill, İngiliz ilçesinin en yüksek noktası mı?","CLEEVE HILL, English County Gloucestershire'ın en yüksek noktası.","CLEEVE HILL, English County Gloucestershire'ın en yüksek noktasından daha alçaktadır.",relation,
halluverse,sfq_6102,Golfçü Vijay Singh'in uyruğu nedir?,Golfçü Vijay Singh'in uyruğu Fiji.,Golfçü Vijay Singh'in uyruğu Norveç.,relation,
halluverse,dpql_3321,Ekim 1962'de Beatles tarafından yayınlanan ilk single'ın unvanı neydi?,Ekim 1962'de The Beatles tarafından yayınlanan ilk single'ın başlığı Me Do.,Ekim 1962'de The Beatles tarafından yayınlanan ilk single'ın başlığı Yellow Submarine.,entity,
halluverse,qz_4145,Aberdeen Terrier ne tür bir köpek olarak bilinir?,Aberdeen Terrier Ne tür bir köpek İskoç Terrier olarak bilinir.,Aberdeen Terrier Ne tür bir köpek İskoç Terrier olarak bilinir. Burada bu köpek türünün metin yazarlığıyla ünlü olduğu bilinir.,sentence,
halluverse,qw_10713,"2009, 2010, 2011 ve 2012'de FIFA'nın Ballon D'Or'a kim verildi?","Lionel Messi, 2009, 2010, 2011 ve 2012'de FIFA'nın Ballon D'Or'a layık görüldü.","Cristiano Ronaldo, 2009, 2010, 2011 ve 2012'de FIFA'nın Ballon D'Or'a layık görüldü.",entity,
halluverse,qg_4095,"İlk silikon transistörün, ilk entegre devrenin, ilk mikroişlemcinin ve bir dizi başka ilkin oluşturulmasından hangi şirket (az ya da çok) sorumluydu?","İlk silikon transistörün, ilk entegre devrenin, ilk mikroişlemcinin ve bir dizi diğer ilk Texas enstrümanının oluşturulmasından hangi şirket (az çok) sorumlu.","İlk silikon transistörün, ilk entegre devrenin, ilk mikroişlemcinin ve bir dizi diğer ilk Apple enstrümanının oluşturulmasından hangi şirket (az çok) sorumlu.",relation,
